Source,Target,Type,Weight
8472,4,directed,1
8473,4,directed,1
8474,4,directed,1
8475,4,directed,1
8476,4,directed,1
8477,4,directed,1
8478,4,directed,1
8479,4,directed,1
8480,4,directed,1
8481,4,directed,1
8482,4,directed,1
8483,4,directed,1
8484,4,directed,1
8485,4,directed,1
8486,4,directed,1
8487,4,directed,1
8488,4,directed,1
1768,4,directed,1
8489,4,directed,1
8490,4,directed,1
31,4,directed,1
8491,4,directed,1
8492,4,directed,1
8493,4,directed,1
8494,4,directed,1
8495,4,directed,1
8496,4,directed,1
8497,4,directed,1
8498,4,directed,1
8499,4,directed,1
8500,4,directed,1
8501,4,directed,1
2985,4,directed,1
8502,4,directed,1
8503,4,directed,1
8504,4,directed,1
8505,4,directed,1
8506,4,directed,1
8507,4,directed,1
8508,4,directed,1
8509,4,directed,1
8510,4,directed,1
8511,4,directed,1
8512,4,directed,1
8513,4,directed,1
8514,4,directed,1
8515,4,directed,1
8516,4,directed,1
8517,4,directed,1
8518,4,directed,1
8519,4,directed,1
8520,4,directed,1
8521,4,directed,1
8522,4,directed,1
1799,4,directed,1
8523,4,directed,1
356,4,directed,1
8524,4,directed,1
8525,4,directed,1
8526,4,directed,1
8527,4,directed,1
8528,4,directed,1
8529,4,directed,1
8530,4,directed,1
8531,4,directed,1
8532,4,directed,1
8533,4,directed,1
8534,4,directed,1
8535,4,directed,1
8536,4,directed,1
8537,4,directed,1
8538,4,directed,1
8539,4,directed,1
8540,4,directed,1
8541,4,directed,1
8542,4,directed,1
8543,4,directed,1
8544,4,directed,1
8545,4,directed,1
8546,4,directed,1
8547,4,directed,1
8548,4,directed,1
8549,4,directed,1
8550,4,directed,1
1754,4,directed,1
8551,4,directed,1
8552,4,directed,1
8553,4,directed,1
8554,4,directed,1
8555,4,directed,1
8556,4,directed,1
8557,4,directed,1
8558,4,directed,1
8559,4,directed,1
8560,4,directed,1
8561,4,directed,1
8562,4,directed,1
8563,4,directed,1
8564,4,directed,1
8565,4,directed,1
8566,4,directed,1
8567,4,directed,1
8568,4,directed,1
8569,4,directed,1
8570,4,directed,1
8571,4,directed,1
8572,4,directed,1
8573,4,directed,1
8574,4,directed,1
8575,4,directed,1
8576,4,directed,1
8577,4,directed,1
341,4,directed,1
8578,4,directed,1
1798,4,directed,1
8579,4,directed,1
8580,4,directed,1
8581,4,directed,1
8582,4,directed,1
8583,4,directed,1
8584,4,directed,1
8585,4,directed,1
8586,4,directed,1
8587,4,directed,1
8588,4,directed,1
8589,4,directed,1
8590,4,directed,1
8591,4,directed,1
8592,4,directed,1
8593,4,directed,1
8594,4,directed,1
8595,4,directed,1
8596,4,directed,1
8597,4,directed,1
8598,4,directed,1
8599,4,directed,1
8600,4,directed,1
8601,4,directed,1
6200,4,directed,1
8602,4,directed,1
8603,4,directed,1
1015,4,directed,1
8604,4,directed,1
8605,4,directed,1
8606,4,directed,1
8607,4,directed,1
8608,4,directed,1
8609,4,directed,1
8610,4,directed,1
8611,4,directed,1
8612,4,directed,1
8613,4,directed,1
8614,4,directed,1
8615,4,directed,1
8616,4,directed,1
8617,4,directed,1
8618,4,directed,1
8619,4,directed,1
8620,4,directed,1
8621,4,directed,1
8622,4,directed,1
8623,4,directed,1
8624,4,directed,1
8625,4,directed,1
8626,4,directed,1
8627,4,directed,1
8628,4,directed,1
8629,4,directed,1
8630,4,directed,1
8631,4,directed,1
8632,4,directed,1
8633,4,directed,1
8634,4,directed,1
8635,4,directed,1
8636,4,directed,1
2281,4,directed,1
8637,4,directed,1
8638,4,directed,1
8639,4,directed,1
8640,4,directed,1
2431,4,directed,1
8641,4,directed,1
8642,4,directed,1
8643,4,directed,1
8644,4,directed,1
8645,4,directed,1
8646,4,directed,1
8647,4,directed,1
8648,4,directed,1
6226,4,directed,1
8649,4,directed,1
8650,4,directed,1
8651,4,directed,1
8652,4,directed,1
8653,4,directed,1
8654,4,directed,1
8655,4,directed,1
8656,4,directed,1
8657,4,directed,1
8658,4,directed,1
8659,4,directed,1
8660,4,directed,1
8661,4,directed,1
8662,4,directed,1
8663,4,directed,1
8664,4,directed,1
8665,4,directed,1
8666,4,directed,1
8667,4,directed,1
8668,4,directed,1
2240,4,directed,1
8669,4,directed,1
8670,4,directed,1
8671,4,directed,1
8672,4,directed,1
8673,4,directed,1
8674,4,directed,1
8675,4,directed,1
8676,4,directed,1
8677,4,directed,1
8678,4,directed,1
4793,4,directed,1
8679,4,directed,1
8680,4,directed,1
8681,4,directed,1
8682,4,directed,1
8683,4,directed,1
8684,4,directed,1
8685,4,directed,1
8686,4,directed,1
8687,4,directed,1
8688,4,directed,1
8689,4,directed,1
8690,4,directed,1
8691,4,directed,1
8692,4,directed,1
8693,4,directed,1
8694,4,directed,1
8695,4,directed,1
3817,4,directed,1
8696,4,directed,1
8697,4,directed,1
8698,4,directed,1
8699,4,directed,1
8700,4,directed,1
3546,4,directed,1
8701,4,directed,1
8702,4,directed,1
8703,4,directed,1
8704,4,directed,1
8705,4,directed,1
8706,4,directed,1
8707,4,directed,1
8708,4,directed,1
6267,4,directed,1
8709,4,directed,1
8710,4,directed,1
8711,4,directed,1
8712,4,directed,1
8713,4,directed,1
8714,4,directed,1
8715,4,directed,1
8716,4,directed,1
8717,4,directed,1
1011,4,directed,1
8718,4,directed,1
8719,4,directed,1
8720,4,directed,1
8721,4,directed,1
8722,4,directed,1
8723,4,directed,1
8724,4,directed,1
8725,4,directed,1
8726,4,directed,1
8727,4,directed,1
8728,4,directed,1
8729,4,directed,1
8730,4,directed,1
8731,4,directed,1
8732,4,directed,1
967,4,directed,1
8733,4,directed,1
8734,4,directed,1
8735,4,directed,1
8736,4,directed,1
8737,4,directed,1
8738,4,directed,1
8739,4,directed,1
4807,4,directed,1
3360,4,directed,1
8740,4,directed,1
8741,4,directed,1
8742,4,directed,1
8743,4,directed,1
8744,4,directed,1
8745,4,directed,1
8746,4,directed,1
8747,4,directed,1
8748,4,directed,1
8749,4,directed,1
8750,4,directed,1
8751,4,directed,1
8752,4,directed,1
8753,4,directed,1
8754,4,directed,1
8755,4,directed,1
8756,4,directed,1
8757,4,directed,1
8758,4,directed,1
657,4,directed,1
8759,4,directed,1
8760,4,directed,1
8761,4,directed,1
8762,4,directed,1
8763,4,directed,1
8764,4,directed,1
8765,4,directed,1
563,4,directed,1
8766,4,directed,1
8767,4,directed,1
8768,4,directed,1
8769,4,directed,1
8770,4,directed,1
3600,4,directed,1
8771,4,directed,1
8772,4,directed,1
8773,4,directed,1
8774,4,directed,1
8775,4,directed,1
8776,4,directed,1
8777,4,directed,1
8778,4,directed,1
8779,4,directed,1
8780,4,directed,1
8781,4,directed,1
6306,4,directed,1
8782,4,directed,1
8783,4,directed,1
8784,4,directed,1
8785,4,directed,1
8786,4,directed,1
8787,4,directed,1
8788,4,directed,1
8789,4,directed,1
8790,4,directed,1
8791,4,directed,1
8792,4,directed,1
8793,4,directed,1
8794,4,directed,1
8795,4,directed,1
8796,4,directed,1
8797,4,directed,1
8798,4,directed,1
8799,4,directed,1
4815,4,directed,1
8800,4,directed,1
8801,4,directed,1
8802,4,directed,1
8803,4,directed,1
8804,4,directed,1
8805,4,directed,1
8806,4,directed,1
8807,4,directed,1
8808,4,directed,1
8809,4,directed,1
8810,4,directed,1
8811,4,directed,1
8812,4,directed,1
8813,4,directed,1
8814,4,directed,1
8815,4,directed,1
8816,4,directed,1
993,4,directed,1
8817,4,directed,1
8818,4,directed,1
8819,4,directed,1
8820,4,directed,1
8821,4,directed,1
8822,4,directed,1
8823,4,directed,1
8824,4,directed,1
8825,4,directed,1
8826,4,directed,1
8827,4,directed,1
8828,4,directed,1
8829,4,directed,1
8830,4,directed,1
8831,4,directed,1
8832,4,directed,1
877,4,directed,1
8833,4,directed,1
8834,4,directed,1
8835,4,directed,1
8836,4,directed,1
8837,4,directed,1
8838,4,directed,1
8839,4,directed,1
8840,4,directed,1
8841,4,directed,1
8842,4,directed,1
8843,4,directed,1
8844,4,directed,1
8845,4,directed,1
8846,4,directed,1
8847,4,directed,1
8848,4,directed,1
8849,4,directed,1
8850,4,directed,1
8851,4,directed,1
8852,4,directed,1
8853,4,directed,1
8854,4,directed,1
8855,4,directed,1
8856,4,directed,1
8857,4,directed,1
8858,4,directed,1
8859,4,directed,1
2218,4,directed,1
6349,4,directed,1
8860,4,directed,1
8861,4,directed,1
8862,4,directed,1
8863,4,directed,1
8864,4,directed,1
8865,4,directed,1
8866,4,directed,1
8867,4,directed,1
8868,4,directed,1
8869,4,directed,1
8870,4,directed,1
8871,4,directed,1
8872,4,directed,1
8873,4,directed,1
8874,4,directed,1
8875,4,directed,1
8876,4,directed,1
8877,4,directed,1
8878,4,directed,1
8879,4,directed,1
8880,4,directed,1
8881,4,directed,1
8882,4,directed,1
2280,4,directed,1
8883,4,directed,1
8884,4,directed,1
8885,4,directed,1
8886,4,directed,1
4832,4,directed,1
8887,4,directed,1
8888,4,directed,1
8889,4,directed,1
8890,4,directed,1
8891,4,directed,1
8892,4,directed,1
8893,4,directed,1
8894,4,directed,1
8895,4,directed,1
8896,4,directed,1
8897,4,directed,1
8898,4,directed,1
8899,4,directed,1
8900,4,directed,1
8901,4,directed,1
8902,4,directed,1
8903,4,directed,1
8904,4,directed,1
8905,4,directed,1
8906,4,directed,1
8907,4,directed,1
8908,4,directed,1
8909,4,directed,1
8910,4,directed,1
8911,4,directed,1
8912,4,directed,1
8913,4,directed,1
8914,4,directed,1
8915,4,directed,1
3576,4,directed,1
8916,4,directed,1
8917,4,directed,1
8918,4,directed,1
8919,4,directed,1
8920,4,directed,1
8921,4,directed,1
6382,4,directed,1
8922,4,directed,1
8923,4,directed,1
8924,4,directed,1
8925,4,directed,1
8926,4,directed,1
8927,4,directed,1
8928,4,directed,1
8929,4,directed,1
8930,4,directed,1
8931,4,directed,1
8932,4,directed,1
8933,4,directed,1
8934,4,directed,1
8935,4,directed,1
8936,4,directed,1
8937,4,directed,1
8938,4,directed,1
8939,4,directed,1
8940,4,directed,1
8941,4,directed,1
8942,4,directed,1
8943,4,directed,1
8944,4,directed,1
8945,4,directed,1
8946,4,directed,1
6395,4,directed,1
8947,4,directed,1
8948,4,directed,1
8949,4,directed,1
8950,4,directed,1
8951,4,directed,1
8952,4,directed,1
8953,4,directed,1
8954,4,directed,1
8955,4,directed,1
8956,4,directed,1
8957,4,directed,1
2248,4,directed,1
8958,4,directed,1
8959,4,directed,1
8960,4,directed,1
8961,4,directed,1
8962,4,directed,1
8963,4,directed,1
8964,4,directed,1
8965,4,directed,1
8966,4,directed,1
8967,4,directed,1
8968,4,directed,1
8969,4,directed,1
8970,4,directed,1
8971,4,directed,1
8972,4,directed,1
8973,4,directed,1
8974,4,directed,1
8975,4,directed,1
8976,4,directed,1
8977,4,directed,1
8978,4,directed,1
8979,4,directed,1
8980,4,directed,1
8981,4,directed,1
8982,4,directed,1
8983,4,directed,1
8984,4,directed,1
8985,4,directed,1
8986,4,directed,1
8987,4,directed,1
8988,4,directed,1
8989,4,directed,1
8990,4,directed,1
8991,4,directed,1
8992,4,directed,1
8993,4,directed,1
8994,4,directed,1
8995,4,directed,1
8996,4,directed,1
8997,4,directed,1
8998,4,directed,1
8999,4,directed,1
9000,4,directed,1
3133,4,directed,1
9001,4,directed,1
9002,4,directed,1
9003,4,directed,1
9004,4,directed,1
9005,4,directed,1
1905,4,directed,1
9006,4,directed,1
9007,4,directed,1
9008,4,directed,1
9009,4,directed,1
9010,4,directed,1
9011,4,directed,1
9012,4,directed,1
9013,4,directed,1
1563,4,directed,1
9014,4,directed,1
9015,4,directed,1
9016,4,directed,1
9017,4,directed,1
9018,4,directed,1
9019,4,directed,1
9020,4,directed,1
9021,4,directed,1
9022,4,directed,1
9023,4,directed,1
9024,4,directed,1
9025,4,directed,1
9026,4,directed,1
9027,4,directed,1
9028,4,directed,1
9029,4,directed,1
9030,4,directed,1
9031,4,directed,1
9032,4,directed,1
9033,4,directed,1
9034,4,directed,1
9035,4,directed,1
3128,4,directed,1
9036,4,directed,1
9037,4,directed,1
3399,4,directed,1
9038,4,directed,1
9039,4,directed,1
9040,4,directed,1
9041,4,directed,1
9042,4,directed,1
9043,4,directed,1
1804,4,directed,1
9044,4,directed,1
9045,4,directed,1
53,4,directed,1
9046,4,directed,1
9047,4,directed,1
9048,4,directed,1
9049,4,directed,1
9050,4,directed,1
9051,4,directed,1
9052,4,directed,1
9053,4,directed,1
9054,4,directed,1
9055,4,directed,1
9056,4,directed,1
9057,4,directed,1
9058,4,directed,1
9059,4,directed,1
9060,4,directed,1
9061,4,directed,1
9062,4,directed,1
9063,4,directed,1
9064,4,directed,1
9065,4,directed,1
9066,4,directed,1
9067,4,directed,1
9068,4,directed,1
9069,4,directed,1
9070,4,directed,1
9071,4,directed,1
9072,4,directed,1
9073,4,directed,1
9074,4,directed,1
9075,4,directed,1
9076,4,directed,1
9077,4,directed,1
9078,4,directed,1
9079,4,directed,1
9080,4,directed,1
3569,4,directed,1
9081,4,directed,1
9082,4,directed,1
9083,4,directed,1
9084,4,directed,1
9085,4,directed,1
9086,4,directed,1
3352,4,directed,1
9087,4,directed,1
9088,4,directed,1
9089,4,directed,1
9090,4,directed,1
9091,4,directed,1
9092,4,directed,1
9093,4,directed,1
9094,4,directed,1
9095,4,directed,1
9096,4,directed,1
9097,4,directed,1
9098,4,directed,1
9099,4,directed,1
9100,4,directed,1
9101,4,directed,1
9102,4,directed,1
9103,4,directed,1
9104,4,directed,1
9105,4,directed,1
9106,4,directed,1
915,4,directed,1
9107,4,directed,1
9108,4,directed,1
1752,4,directed,1
9109,4,directed,1
1594,4,directed,1
9110,4,directed,1
9111,4,directed,1
9112,4,directed,1
9113,4,directed,1
9114,4,directed,1
9115,4,directed,1
9116,4,directed,1
9117,4,directed,1
9118,4,directed,1
9119,4,directed,1
9120,4,directed,1
663,4,directed,1
9121,4,directed,1
9122,4,directed,1
9123,4,directed,1
9124,4,directed,1
9125,4,directed,1
9126,4,directed,1
9127,4,directed,1
9128,4,directed,1
1642,4,directed,1
9129,4,directed,1
9130,4,directed,1
9131,4,directed,1
9132,4,directed,1
9133,4,directed,1
9134,4,directed,1
9135,4,directed,1
9136,4,directed,1
9137,4,directed,1
9138,4,directed,1
9139,4,directed,1
9140,4,directed,1
9141,4,directed,1
2936,4,directed,1
9142,4,directed,1
9143,4,directed,1
9144,4,directed,1
9145,4,directed,1
9146,4,directed,1
2222,4,directed,1
9147,4,directed,1
9148,4,directed,1
9149,4,directed,1
9150,4,directed,1
9151,4,directed,1
3564,4,directed,1
9152,4,directed,1
9153,4,directed,1
9154,4,directed,1
9155,4,directed,1
9156,4,directed,1
9157,4,directed,1
9158,4,directed,1
9159,4,directed,1
6517,4,directed,1
9160,4,directed,1
9161,4,directed,1
9162,4,directed,1
9163,4,directed,1
9164,4,directed,1
9165,4,directed,1
9166,4,directed,1
9167,4,directed,1
9168,4,directed,1
9169,4,directed,1
9170,4,directed,1
9171,4,directed,1
9172,4,directed,1
9173,4,directed,1
9174,4,directed,1
9175,4,directed,1
9176,4,directed,1
3122,4,directed,1
9177,4,directed,1
9178,4,directed,1
9179,4,directed,1
9180,4,directed,1
9181,4,directed,1
9182,4,directed,1
9183,4,directed,1
9184,4,directed,1
9185,4,directed,1
9186,4,directed,1
9187,4,directed,1
9188,4,directed,1
9189,4,directed,1
9190,4,directed,1
9191,4,directed,1
9192,4,directed,1
655,4,directed,1
9193,4,directed,1
1696,4,directed,1
9194,4,directed,1
9195,4,directed,1
9196,4,directed,1
9197,4,directed,1
9198,4,directed,1
9199,4,directed,1
9200,4,directed,1
9201,4,directed,1
9202,4,directed,1
9203,4,directed,1
9204,4,directed,1
9205,4,directed,1
9206,4,directed,1
9207,4,directed,1
9208,4,directed,1
9209,4,directed,1
9210,4,directed,1
3148,4,directed,1
9211,4,directed,1
9212,4,directed,1
9213,4,directed,1
9214,4,directed,1
9215,4,directed,1
2482,4,directed,1
9216,4,directed,1
9217,4,directed,1
9218,4,directed,1
9219,4,directed,1
9220,4,directed,1
9221,4,directed,1
9222,4,directed,1
9223,4,directed,1
9224,4,directed,1
9225,4,directed,1
9226,4,directed,1
1780,4,directed,1
2332,4,directed,1
9227,4,directed,1
9228,4,directed,1
992,4,directed,1
9229,4,directed,1
9230,4,directed,1
9231,4,directed,1
9232,4,directed,1
9233,4,directed,1
9234,4,directed,1
9235,4,directed,1
9236,4,directed,1
9237,4,directed,1
6553,4,directed,1
1935,4,directed,1
9238,4,directed,1
2290,4,directed,1
9239,4,directed,1
9240,4,directed,1
9241,4,directed,1
9242,4,directed,1
9243,4,directed,1
827,4,directed,1
9244,4,directed,1
9245,4,directed,1
9246,4,directed,1
2363,4,directed,1
9247,4,directed,1
9248,4,directed,1
9249,4,directed,1
1843,4,directed,1
9250,4,directed,1
9251,4,directed,1
9252,4,directed,1
9253,4,directed,1
9254,4,directed,1
9255,4,directed,1
9256,4,directed,1
9257,4,directed,1
9258,4,directed,1
9259,4,directed,1
9260,4,directed,1
9261,4,directed,1
9262,4,directed,1
9263,4,directed,1
9264,4,directed,1
9265,4,directed,1
9266,4,directed,1
9267,4,directed,1
9268,4,directed,1
9269,4,directed,1
4886,4,directed,1
9270,4,directed,1
9271,4,directed,1
9272,4,directed,1
9273,4,directed,1
9274,4,directed,1
9275,4,directed,1
2263,4,directed,1
9276,4,directed,1
9277,4,directed,1
9278,4,directed,1
9279,4,directed,1
9280,4,directed,1
9281,4,directed,1
9282,4,directed,1
9283,4,directed,1
9284,4,directed,1
9285,4,directed,1
9286,4,directed,1
9287,4,directed,1
9288,4,directed,1
9289,4,directed,1
9290,4,directed,1
9291,4,directed,1
1930,4,directed,1
9292,4,directed,1
9293,4,directed,1
9294,4,directed,1
9295,4,directed,1
9296,4,directed,1
9297,4,directed,1
9298,4,directed,1
6583,4,directed,1
1867,4,directed,1
9299,4,directed,1
9300,4,directed,1
9301,4,directed,1
9302,4,directed,1
9303,4,directed,1
9304,4,directed,1
9305,4,directed,1
9306,4,directed,1
3061,4,directed,1
9307,4,directed,1
9308,4,directed,1
9309,4,directed,1
9310,4,directed,1
9311,4,directed,1
4893,4,directed,1
9312,4,directed,1
9313,4,directed,1
9314,4,directed,1
9315,4,directed,1
9316,4,directed,1
9317,4,directed,1
9318,4,directed,1
9319,4,directed,1
9320,4,directed,1
2576,4,directed,1
9321,4,directed,1
9322,4,directed,1
1871,4,directed,1
9323,4,directed,1
9324,4,directed,1
9325,4,directed,1
9326,4,directed,1
1072,4,directed,1
9327,4,directed,1
2400,4,directed,1
9328,4,directed,1
2862,4,directed,1
1923,4,directed,1
9329,4,directed,1
9330,4,directed,1
9331,4,directed,1
9332,4,directed,1
3590,4,directed,1
9333,4,directed,1
2509,4,directed,1
3492,4,directed,1
9334,4,directed,1
9335,4,directed,1
6610,4,directed,1
9336,4,directed,1
9337,4,directed,1
9338,4,directed,1
9339,4,directed,1
9340,4,directed,1
9341,4,directed,1
1938,4,directed,1
9342,4,directed,1
2424,4,directed,1
9343,4,directed,1
9344,4,directed,1
858,4,directed,1
9345,4,directed,1
1830,4,directed,1
9346,4,directed,1
9347,4,directed,1
6618,4,directed,1
9348,4,directed,1
9349,4,directed,1
9350,4,directed,1
9351,4,directed,1
9352,4,directed,1
9353,4,directed,1
9354,4,directed,1
9355,4,directed,1
9356,4,directed,1
1852,4,directed,1
9357,4,directed,1
9358,4,directed,1
9359,4,directed,1
9360,4,directed,1
9361,4,directed,1
9362,4,directed,1
9363,4,directed,1
9364,4,directed,1
9365,4,directed,1
9366,4,directed,1
9367,4,directed,1
9368,4,directed,1
9369,4,directed,1
9370,4,directed,1
9371,4,directed,1
2764,4,directed,1
9372,4,directed,1
9373,4,directed,1
2429,4,directed,1
9374,4,directed,1
9375,4,directed,1
3534,4,directed,1
9376,4,directed,1
9377,4,directed,1
9378,4,directed,1
9379,4,directed,1
3105,4,directed,1
9380,4,directed,1
9381,4,directed,1
9382,4,directed,1
9383,4,directed,1
9384,4,directed,1
9385,4,directed,1
2350,4,directed,1
9386,4,directed,1
1663,4,directed,1
9387,4,directed,1
9388,4,directed,1
9389,4,directed,1
9390,4,directed,1
9391,4,directed,1
6641,4,directed,1
9392,4,directed,1
480,4,directed,1
9393,4,directed,1
9394,4,directed,1
9395,4,directed,1
9396,4,directed,1
9397,4,directed,1
9398,4,directed,1
9399,4,directed,1
1733,4,directed,1
9400,4,directed,1
9401,4,directed,1
2872,4,directed,1
9402,4,directed,1
9403,4,directed,1
9404,4,directed,1
4912,4,directed,1
9405,4,directed,1
9406,4,directed,1
9407,4,directed,1
9408,4,directed,1
9409,4,directed,1
9410,4,directed,1
9411,4,directed,1
9412,4,directed,1
9413,4,directed,1
9414,4,directed,1
700,4,directed,1
9415,4,directed,1
9416,4,directed,1
9417,4,directed,1
9418,4,directed,1
6663,4,directed,1
9419,4,directed,1
9420,4,directed,1
9421,4,directed,1
9422,4,directed,1
9423,4,directed,1
9424,4,directed,1
9425,4,directed,1
9426,4,directed,1
9427,4,directed,1
9428,4,directed,1
9429,4,directed,1
9430,4,directed,1
1970,4,directed,1
9431,4,directed,1
9432,4,directed,1
9433,4,directed,1
9434,4,directed,1
913,4,directed,1
2374,4,directed,1
1936,4,directed,1
9435,4,directed,1
3333,4,directed,1
9436,4,directed,1
9437,4,directed,1
9438,4,directed,1
9439,4,directed,1
6675,4,directed,1
9440,4,directed,1
9441,4,directed,1
9442,4,directed,1
9443,4,directed,1
9444,4,directed,1
9445,4,directed,1
9446,4,directed,1
1922,4,directed,1
9447,4,directed,1
9448,4,directed,1
9449,4,directed,1
9450,4,directed,1
960,4,directed,1
9451,4,directed,1
9452,4,directed,1
9453,4,directed,1
1021,4,directed,1
9454,4,directed,1
9455,4,directed,1
9456,4,directed,1
9457,4,directed,1
9458,4,directed,1
9459,4,directed,1
9460,4,directed,1
9461,4,directed,1
3150,4,directed,1
9462,4,directed,1
9463,4,directed,1
9464,4,directed,1
9465,4,directed,1
9466,4,directed,1
9467,4,directed,1
9468,4,directed,1
9469,4,directed,1
853,4,directed,1
6698,4,directed,1
9470,4,directed,1
9471,4,directed,1
9472,4,directed,1
6700,4,directed,1
1982,4,directed,1
1073,4,directed,1
9473,4,directed,1
9474,4,directed,1
9475,4,directed,1
9476,4,directed,1
2842,4,directed,1
9477,4,directed,1
9478,4,directed,1
9479,4,directed,1
9480,4,directed,1
9481,4,directed,1
9482,4,directed,1
9483,4,directed,1
682,4,directed,1
9484,4,directed,1
9485,4,directed,1
9486,4,directed,1
9487,4,directed,1
9488,4,directed,1
9489,4,directed,1
2463,4,directed,1
9490,4,directed,1
9491,4,directed,1
9492,4,directed,1
9493,4,directed,1
9494,4,directed,1
9495,4,directed,1
9496,4,directed,1
9497,4,directed,1
9498,4,directed,1
9499,4,directed,1
9500,4,directed,1
1929,4,directed,1
1760,4,directed,1
832,4,directed,1
9501,4,directed,1
9502,4,directed,1
9503,4,directed,1
9504,4,directed,1
9505,4,directed,1
9506,4,directed,1
9507,4,directed,1
9508,4,directed,1
9509,4,directed,1
9510,4,directed,1
9511,4,directed,1
9512,4,directed,1
9513,4,directed,1
9514,4,directed,1
9515,5,directed,1
9516,5,directed,1
9517,5,directed,1
9518,5,directed,1
9519,5,directed,1
9520,5,directed,1
9521,5,directed,1
9522,5,directed,1
9523,5,directed,1
9524,5,directed,1
9525,5,directed,1
9526,5,directed,1
9527,5,directed,1
9528,5,directed,1
9529,5,directed,1
9530,5,directed,1
9531,5,directed,1
9532,5,directed,1
6727,5,directed,1
9533,5,directed,1
9534,5,directed,1
9535,5,directed,1
9536,5,directed,1
9537,5,directed,1
9538,5,directed,1
9539,5,directed,1
9540,5,directed,1
9541,5,directed,1
9542,5,directed,1
9543,5,directed,1
9544,5,directed,1
9545,5,directed,1
143,5,directed,1
9546,5,directed,1
9547,5,directed,1
9548,5,directed,1
9549,5,directed,1
9550,5,directed,1
9551,5,directed,1
9552,5,directed,1
9553,5,directed,1
9554,5,directed,1
9555,5,directed,1
9556,5,directed,1
9557,5,directed,1
9558,5,directed,1
9559,5,directed,1
9560,5,directed,1
9561,5,directed,1
9562,5,directed,1
9563,5,directed,1
9564,5,directed,1
9565,5,directed,1
9566,5,directed,1
9567,5,directed,1
9568,5,directed,1
9569,5,directed,1
9570,5,directed,1
9571,5,directed,1
9572,5,directed,1
6772,5,directed,1
9573,5,directed,1
9574,5,directed,1
9575,5,directed,1
751,5,directed,1
9576,5,directed,1
9577,5,directed,1
9578,5,directed,1
369,5,directed,1
9579,5,directed,1
9580,5,directed,1
3439,5,directed,1
9581,5,directed,1
9582,5,directed,1
9583,5,directed,1
9584,5,directed,1
9585,5,directed,1
9586,5,directed,1
9587,5,directed,1
9588,5,directed,1
9589,5,directed,1
9590,5,directed,1
9591,5,directed,1
9592,5,directed,1
9593,5,directed,1
9594,5,directed,1
101,5,directed,1
9595,5,directed,1
9596,5,directed,1
9597,5,directed,1
9598,5,directed,1
9599,5,directed,1
9600,5,directed,1
9601,5,directed,1
9602,5,directed,1
1598,5,directed,1
9603,5,directed,1
9604,5,directed,1
9605,5,directed,1
9606,5,directed,1
6805,5,directed,1
9607,5,directed,1
9608,5,directed,1
9609,5,directed,1
9610,5,directed,1
9611,5,directed,1
9612,5,directed,1
9613,5,directed,1
9614,5,directed,1
9615,5,directed,1
9616,5,directed,1
9617,5,directed,1
9618,5,directed,1
9619,5,directed,1
9620,5,directed,1
9621,5,directed,1
9622,5,directed,1
9623,5,directed,1
9624,5,directed,1
9625,5,directed,1
9626,5,directed,1
9627,5,directed,1
9628,5,directed,1
9629,5,directed,1
6835,5,directed,1
9630,5,directed,1
1836,5,directed,1
9631,5,directed,1
9632,5,directed,1
3682,5,directed,1
9633,5,directed,1
9634,5,directed,1
9635,5,directed,1
2533,5,directed,1
9636,5,directed,1
9637,5,directed,1
9638,5,directed,1
9639,5,directed,1
9640,5,directed,1
9641,5,directed,1
9642,5,directed,1
9643,5,directed,1
9644,5,directed,1
9645,5,directed,1
9646,5,directed,1
9647,5,directed,1
9648,5,directed,1
9649,5,directed,1
9650,5,directed,1
9651,5,directed,1
9652,5,directed,1
9653,5,directed,1
4199,5,directed,1
1794,5,directed,1
9654,5,directed,1
9655,5,directed,1
9656,5,directed,1
6870,5,directed,1
9657,5,directed,1
9658,5,directed,1
9659,5,directed,1
9660,5,directed,1
9661,5,directed,1
9662,5,directed,1
9,5,directed,1
9663,5,directed,1
9664,5,directed,1
9665,5,directed,1
9666,5,directed,1
9667,5,directed,1
9668,5,directed,1
9669,5,directed,1
9670,5,directed,1
1627,5,directed,1
37,5,directed,1
9671,5,directed,1
9672,5,directed,1
9673,5,directed,1
9674,5,directed,1
9675,5,directed,1
1898,5,directed,1
9676,5,directed,1
9677,5,directed,1
9678,5,directed,1
9679,5,directed,1
9680,5,directed,1
9681,5,directed,1
9682,5,directed,1
9683,5,directed,1
9684,5,directed,1
9685,5,directed,1
2365,5,directed,1
9686,5,directed,1
9687,5,directed,1
9688,5,directed,1
9689,5,directed,1
70,5,directed,1
3990,5,directed,1
9690,5,directed,1
9691,5,directed,1
9692,5,directed,1
9693,5,directed,1
6915,5,directed,1
9694,5,directed,1
9695,5,directed,1
9696,5,directed,1
9697,5,directed,1
9698,5,directed,1
9699,5,directed,1
1742,5,directed,1
9700,5,directed,1
9701,5,directed,1
9702,5,directed,1
9703,5,directed,1
9704,5,directed,1
9705,5,directed,1
9706,5,directed,1
9707,5,directed,1
9708,5,directed,1
9709,5,directed,1
811,5,directed,1
9710,5,directed,1
9711,5,directed,1
9712,5,directed,1
9713,5,directed,1
9714,5,directed,1
9715,5,directed,1
2413,5,directed,1
9716,5,directed,1
9717,5,directed,1
9718,5,directed,1
9719,5,directed,1
